V1,Source,Q118_4,Q118_5,Q118_6,Q118_7,Q118_8,Q118_9,Q118_10,Q118_11,Q118_12,Q118_13,Q118_14,Q118_15,Q118_16,Q118_17,Q118_18,Q118_19,Q118_20,Q118_21,YEAR
R_3KU8IjBf9HI0LEh,0,4,3,2,3,3,2,2,2,3,1,3,1,1,2,3,1,3,4,2015
R_1FYI1KW5Nm8PfSd,0,2,3,2,3,2,3,3,2,3,3,2,3,3,2,3,3,2,2,2015
R_2qBGcg3OX2EftM1,0,4,4,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2015
R_1rBWXNi75cnhz8z,0,3,3,3,3,3,3,3,2,2,2,3,3,2,2,3,3,3,3,2015
R_3szbbtwC8oUTRDI,0,4,2,4,3,2,3,2,3,2,4,2,3,2,2,2, ,3,1,2015
R_2whLYcuTYEzj8yO,0,3,3,3,3,2,3,2,4,3,1,4,2,4,2,4,3,3,2,2015
R_ug04gFTSPJxqcE1,0,3,1,1,1,2,1,1,4,2,1,4,2,1,1,1,4,1,1,2015
R_1IdbCXuRFgARSVr,0,3,3,2,2,4,2,2,3,2,2,3,3,2,2,3,3,3,2,2015
R_9HysYz71N9ZWg9P,0,4,3,1,3,3,2,3,2,2,2,3,3,3,2,4,3,1,4,2015
R_1CduUxmU7NM1jTS,0,3,2,1,3,3,2,1,3,3,2,4,2,2,2,3, ,2,3,2015
R_2rOYZRpdj9vb6dj,0,3,3,2,1,2,2,1,2,2,2,3,2,3,3,2,2,2,2,2015
R_3dWkGbj4GV0dc8J,0,4,2,4,1,2,4,1,3,1,1,4,2,1,2,2,3,2,1,2015
R_1Kl6xWgGECIX1UA,0,4,2,3,2,2,3,4,4,4,4,4,1,4,4,4,4,4,2,2015
R_29dkKBg1X6uUq7d,0,2,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2015
R_2QgsNkVTFPm8eud,0,4,1,2,1,2,2,1,3,3,1,4,2,1,3,1,2,2,3,2015
R_2gXUiVLjQXoaVcF,0,4,2,1,3,2,3,3,2,1,2,2,3,1,2,3,1,2,3,2015
R_334ihv10t3MvyvH,0, , , , , , , , , , , , , , , , , , ,2015
R_2AR4I5cKshhOGiF,0,3,2,2,2,3,2,2,3,1,1,4,3,3,2,2,2,3,2,2015
R_3j9Do5WTR8XnB6n,0,4,4,1,1,2,2,1,3,3,2,3,2,3,3,2,1,2,3,2015
R_3jdtP0QKSIFgVAr,0,4,4,4,2,2,3,1,3,3,1,4,1,4,4,4,3,3,1,2015
R_2uHsYqrYvxg7Mop,0,3,3,2,2,2,2,2,3,2,1,2,2,2,2,1,2,2,1,2015
R_3L0Y6MOTwlODXVY,0,4,1,4,2,4,4,1,4,4,4,4,3,2,4,1,4,4,1,2015
R_25EmwgLnIKnE4yn,0,3,2,1,2,1,3,2,3,1,1,3,2,1,2,2,1,2,1,2015
R_3r3cL93hXliHiRE,0,4,2,2,1,3,2,1,2,3,1,4,1,1,2,1,2,3,2,2015
R_2ZBLji3nkcD518n,0,3,1,4,4,4,3,1,2,4,1,3,1,1,4,1,4,3,1,2015
R_803aPRUPmFp9WtL,0,4,2,4,1,3,4,1,4,3,1,4,1,2,2,2,3,3,2,2015
R_2S20zkmqaVIrGag,0,3,2,2,2,3,2,3,2,2,2,4,2,3, ,1,2,2,2,2015
R_23eOUQtV4TthFdB,0,4,4,4,4,1,4,4, ,4,3,2,2,2,2,1,3,3,4,2015
R_2cu1NakA1CMGA7j,0,1,3,3,2,4,2,2,4,3,2,3,2,2,3,2,2,3,3,2015
R_3qjOOEZi7MEtYVJ,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2015
R_1eXA7VjreUsjyW2,0,3,2, ,1,3,3,1,3,3,1,3,2,2,3,1,3,3,2,2015
R_yQk0yzzcp5tAS8F,0,3,3,2,2,3,3,2,3,1,3,4,3,2,2,3,3,2,2,2015
R_3ozRHsSX2pZv3dL,0,3,3,2,2,3,2,1,2,2,1,3,4,2,2,3,3,3,1,2015
R_33gnChm1DepFqeq,0,3,1,3,1,4,4,1,4,4,2,4,1,1,2,1,4,4,1,2015
R_12szc4Rdqa2l3F0,0,4,2,2,1,2,4,1,4,4,1,4,1,1,4,1,3,4,2,2015
R_DMZSsTvLgMcl1jb,0,3,3,2,2,2,3,2,3,2,2,4,2,1,2,2,3,2,2,2015
R_3KNJqVq9WulfKmD,0,4,4,4,4,4,3,3,4,4,3,4,3,2,3,2,4,4,4,2015
R_25WWBQzh5yXIwez,0,4,4,2,1,4,4,4,3,3,3,4,1,4,3,4,3,3,1,2015
R_NX5i97MNOEApYfT,0,3,2,1,1,3,3,2,3,2,1,4,2,2,2,2,2,2,3,2015
R_wMdqTAoiEP2JGKt,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2015
R_bydC4Eg172fmejL,0,4,2,3,1,4,4,1,4,4,1,4,1,3,4,1,3,3,1,2015
R_1QuqUsFh1nhnuJV,0,3,3,3,3,3,4,3,2,3,4,3,4,4,4,3,3,3,4,2015
R_1mRylElFxDm5eUF,0,2,1,3,2,3,4,1,4,2,1,3,2,1,2,3,3,2,1,2015
R_vv43w8QDmV3nij7,0,4,4,1,1,4,4,1,4,4,2,3,2,3,3, ,3,2,3,2015
R_2ta6pfKVL7GyArE,0,2,3,3,2,2,2,1,2,2,1,3,2,2,2,1,2,3,2,2015
R_1nNMl3CU6nD3Bex,0,3,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2015
R_3kKVWIzoWFZx08P,0,1,2,2,1,3,3,3,3,2,3,1,2,1,1,1,1,2,1,2015
R_2tyhJhyFwsf1dAR,0,4,4,4,2,3,3,1,4,3,2,4,1,4,4,2,3,3,1,2015
R_114lC4uzsds01bC,0,3,1,2,2,3,3,2,2,3,2,3,2,2,3,3,3,3,3,2015
R_324OxSWNuaJb8pe,0,3,3,2,3,3,3,3,2, ,4,4,4,3,3,2,2,3,4,2015
R_veGucHYmKHldA2J,0,3,4,3,4,3,3,4,4,4,3,3,4,2,3,4,3,2,4,2015
R_07lpgbn4whjN4aZ,0,1,2,2,2,2,2,3,3,3,4,4,4,3,3,3,3,3,4,2015
R_2hQ6fFU46ALDMQN,0, , , , , , , , , , , , , , , , , , ,2015
R_3nckfHj3secnNJn,0, , , , , , , , , , , , , , , , , , ,2015
R_1KeWr8oRe3aBbje,0, , , , , , , , , , , , , , , , , , ,2015
R_1mlyT6iteBnxA5o,0, , , , , , , , , , , , , , , , , , ,2015
R_3mjDqfw0HXUWzCo,0,3,3,2,2,2,3,2,2,2,1,2,1,1,2,1,2,3,2,2015
R_1GEuifzsDGmi7AD,0, , , , , , , , , , , , , , , , , , ,2015
R_Off15lSNpZCoayt,0, , , , , , , , , , , , , , , , , , ,2015
R_OOOx7sqcrLuFtXb,0, , , , , , , , , , , , , , , , , , ,2015
R_bJkTumzDKp5fGsd,1, , , , , , , , , , , , , , , , , , ,2015
R_8Jku5TkqqmGMch7,1, , , , , , , , , , , , , , , , , , ,2015
R_ezaIgE5QIROymPj,1, , , , , , , , , , , , , , , , , , ,2015
R_cUWOmWCxozByjY1,1, , , , , , , , , , , , , , , , , , ,2015
R_dpAEwh1qBOe1RmR,1, , , , , , , , , , , , , , , , , , ,2015
R_a5G1utyFam4Vol7,1, , , , , , , , , , , , , , , , , , ,2015
R_0x0PVWy8v1tDv6d,1, , , , , , , , , , , , , , , , , , ,2015
R_8pJG6n3ixlJYceh,1, , , , , , , , , , , , , , , , , , ,2015
R_4U5010KTM4dKlet,1, , , , , , , , , , , , , , , , , , ,2015
R_5tnHQoFTLoDOd7L,1, , , , , , , , , , , , , , , , , , ,2015
R_0Pa6KSVd42thMVv,1, , , , , , , , , , , , , , , , , , ,2015
R_7ZDZdzzrJwXIFDf,1, , , , , , , , , , , , , , , , , , ,2015
R_egGaviXs70EGjZP,1, , , , , , , , , , , , , , , , , , ,2015
R_9pCJYGJUevzkcwl,1, , , , , , , , , , , , , , , , , , ,2015
R_0HEy405dHQ969Vz,1, , , , , , , , , , , , , , , , , , ,2015
R_bp9miyObiWbfr7v,1, , , , , , , , , , , , , , , , , , ,2015
R_0DL7lgqzBx8YoDz,1, , , , , , , , , , , , , , , , , , ,2015
R_8Am1iSpXsiwg1mt,1, , , , , , , , , , , , , , , , , , ,2015
R_0v3mEbp6UQseSiN,1, , , , , , , , , , , , , , , , , , ,2015
R_eyvKhGGpBf8awaV,1, , , , , , , , , , , , , , , , , , ,2015
R_eCJSmGITgZhF2PH,1, , , , , , , , , , , , , , , , , , ,2015
R_6GuW3vZtD4NH6vz,1, , , , , , , , , , , , , , , , , , ,2015
R_d4pyrIaZPsV9oIB,1, , , , , , , , , , , , , , , , , , ,2015
R_bgbjIfvMuyijdC5,1, , , , , , , , , , , , , , , , , , ,2015
R_8ijfC7dyvqxxT7v,1, , , , , , , , , , , , , , , , , , ,2015
R_5cY59gOtPYoEpV3,1, , , , , , , , , , , , , , , , , , ,2015
R_88v73Nkmp6Fcrpb,1, , , , , , , , , , , , , , , , , , ,2015
R_6myAIOXV892oZuZ,1, , , , , , , , , , , , , , , , , , ,2015
R_bshPPlsRXf2vh9X,1, , , , , , , , , , , , , , , , , , ,2015
R_82KM5olTLKWB0lD,1, , , , , , , , , , , , , , , , , , ,2015
R_6EcJbmRFkrnm19z,1, , , , , , , , , , , , , , , , , , ,2015
R_9ztHixlPhnWA0QZ,1, , , , , , , , , , , , , , , , , , ,2015
R_3L8LlKu8vrB2di5,1, , , , , , , , , , , , , , , , , , ,2015
R_6PEVFEJI6Qg8ssZ,1, , , , , , , , , , , , , , , , , , ,2015
R_6X4sQpKwQ02JmBL,1, , , , , , , , , , , , , , , , , , ,2015
R_0OrcYUi1CRSwwsJ,1, , , , , , , , , , , , , , , , , , ,2015
R_5joKo0dd6V2epOB,1, , , , , , , , , , , , , , , , , , ,2015
R_cLVRvZWjmrlRUFv,1, , , , , , , , , , , , , , , , , , ,2015
R_1ELU1FmuKHlTqgR,1, , , , , , , , , , , , , , , , , , ,2015
R_820168JcYTkPIEd,1, , , , , , , , , , , , , , , , , , ,2015
R_9mZi0jEUA2eNJml,1, , , , , , , , , , , , , , , , , , ,2015
R_3pIYSLZ0AJUTcAB,1, , , , , , , , , , , , , , , , , , ,2015
R_cNhmKRSShXy3hoV,1, , , , , , , , , , , , , , , , , , ,2015
R_cBDuAI67MOn8Mx7,1, , , , , , , , , , , , , , , , , , ,2015
R_8q47nCoyRcsDbQF,1, , , , , , , , , , , , , , , , , , ,2015
R_9ZzcnBdv3pYBqBv,1, , , , , , , , , , , , , , , , , , ,2015
R_6hFm7Vy2keVchTL,1, , , , , , , , , , , , , , , , , , ,2015
R_3JfKSpPKzjLsoyF,1, , , , , , , , , , , , , , , , , , ,2015
R_6ERZ5MVmVymaNyB,1, , , , , , , , , , , , , , , , , , ,2015
R_094oeqamVkk4b8V,1, , , , , , , , , , , , , , , , , , ,2015
R_ebYaocACqVtSwOp,1, , , , , , , , , , , , , , , , , , ,2015
R_5cELQPyLoKwxVaJ,1, , , , , , , , , , , , , , , , , , ,2015
R_dmAuzZTQOMGioSN,1, , , , , , , , , , , , , , , , , , ,2015
R_1TCSzZKsaY9dnQp,1, , , , , , , , , , , , , , , , , , ,2015
R_4NoDJ82C6tkYyih,1, , , , , , , , , , , , , , , , , , ,2015
R_4HNP5RVkyOtNuG9,1, , , , , , , , , , , , , , , , , , ,2015
R_6D53XY5M7T4klP7,1, , , , , , , , , , , , , , , , , , ,2015
R_6rLoAQ1WWhLDxzv,1, , , , , , , , , , , , , , , , , , ,2015
R_6hawjANDqJqts2N,1, , , , , , , , , , , , , , , , , , ,2015
R_1Lg8SIdFlPfvuyF,1, , , , , , , , , , , , , , , , , , ,2015
R_cUBQvaMIk6rLtOJ,1, , , , , , , , , , , , , , , , , , ,2015
R_bJ8VJjkmMoQPIMZ,1, , , , , , , , , , , , , , , , , , ,2015
R_1HcEYtyF1wcehEN,1, , , , , , , , , , , , , , , , , , ,2015
R_74K2UkDtsURaD0p,1, , , , , , , , , , , , , , , , , , ,2015
R_0Vzqa4USEVyTATb,1, , , , , , , , , , , , , , , , , , ,2015
R_1BP66ClH9MSslDL,1, , , , , , , , , , , , , , , , , , ,2015
R_9QTPomSUX3euW8d,1, , , , , , , , , , , , , , , , , , ,2015
R_7X76eadYd8YH0Hz,1, , , , , , , , , , , , , , , , , , ,2015
R_8reQQHDiq6UhnWl,1, , , , , , , , , , , , , , , , , , ,2015
R_7QYyP8n3YHGDFVX,1, , , , , , , , , , , , , , , , , , ,2015
R_8oXpI3c3Bs1yjrv,1, , , , , , , , , , , , , , , , , , ,2015
R_beYEfWHntJfbB3L,1, , , , , , , , , , , , , , , , , , ,2015
R_6QpMabH5mOgUzQh,1, , , , , , , , , , , , , , , , , , ,2015
R_4V2OFgM6epWCusB,1, , , , , , , , , , , , , , , , , , ,2015
R_8q5mz1W150nbZ1H,1, , , , , , , , , , , , , , , , , , ,2015
R_06VbU6stxZMj9at,1, , , , , , , , , , , , , , , , , , ,2015
R_3NNTd0S5F7l8vMF,1, , , , , , , , , , , , , , , , , , ,2015
R_e2HP6vkXGw3d3yB,1, , , , , , , , , , , , , , , , , , ,2015
R_beXcSWHOJSeDwLH,1, , , , , , , , , , , , , , , , , , ,2015
R_3yYM1DzQNwoONpP,1, , , , , , , , , , , , , , , , , , ,2015
R_bIwLrFghAjI8l5b,1, , , , , , , , , , , , , , , , , , ,2015
R_7Vg1YrhbJS9m7pH,1, , , , , , , , , , , , , , , , , , ,2015
R_2oi3hHXlWygm805,1, , , , , , , , , , , , , , , , , , ,2015
R_5mYnJHlLwvcMaG1,1, , , , , , , , , , , , , , , , , , ,2015
R_88GaaIJsG6turFX,1, , , , , , , , , , , , , , , , , , ,2015
R_5vAEn8fmG7Y1te5,1, , , , , , , , , , , , , , , , , , ,2015
R_0HOHhU5txph0MUR,1, , , , , , , , , , , , , , , , , , ,2015
R_25BgbMxznGYYmZT,1, , , , , , , , , , , , , , , , , , ,2015
R_cPbKweH5xdXhhYx,1, , , , , , , , , , , , , , , , , , ,2015
R_29xkb9EJk3rH0UJ,1, , , , , , , , , , , , , , , , , , ,2015
R_9o5DFlsVAuCTQ8d,1, , , , , , , , , , , , , , , , , , ,2015
R_6lM9owwvDeHgzch,1, , , , , , , , , , , , , , , , , , ,2015
R_3Qam0T6yXZK7p8p,1, , , , , , , , , , , , , , , , , , ,2015
R_8GlH7EMUMCAS3OZ,1, , , , , , , , , , , , , , , , , , ,2015
R_b7M2CxvLGqUx2cd,1, , , , , , , , , , , , , , , , , , ,2015
R_1LI9S3BYpNXdLFz,1, , , , , , , , , , , , , , , , , , ,2015
R_esszDKLE9o2zAP3,1, , , , , , , , , , , , , , , , , , ,2015
R_0213BnZ2Nqyxd3L,1, , , , , , , , , , , , , , , , , , ,2015
R_ekDeRq4j3p7eqYB,1, , , , , , , , , , , , , , , , , , ,2015
R_8iTe7pcPe9gX4gZ,1, , , , , , , , , , , , , , , , , , ,2015
R_cuPU7QOpGJubFrv,1, , , , , , , , , , , , , , , , , , ,2015
R_4PnxQX18KENaAyF,1, , , , , , , , , , , , , , , , , , ,2015
R_efZ6w9jNfv6TdwV,1, , , , , , , , , , , , , , , , , , ,2015
R_5svwE5jTZpLOs7j,1, , , , , , , , , , , , , , , , , , ,2015
R_b3Lh6lUdTL9XILb,1, , , , , , , , , , , , , , , , , , ,2015
R_bx731HlRqkrEmgd,1, , , , , , , , , , , , , , , , , , ,2015
R_40jW8bsixDTFM3P,1, , , , , , , , , , , , , , , , , , ,2015
R_bj6DGP2Jy8i7VyJ,1, , , , , , , , , , , , , , , , , , ,2015
R_bdDlbJiD9ZVfmDP,1, , , , , , , , , , , , , , , , , , ,2015
R_40YDsjA7eWoFbNP,1, , , , , , , , , , , , , , , , , , ,2015
R_3kqQPYBTrBwYgKh,1, , , , , , , , , , , , , , , , , , ,2015
R_24fHxQ6gFAwFcLH,1, , , , , , , , , , , , , , , , , , ,2015
R_b8XF9jJRFLhZcwZ,1, , , , , , , , , , , , , , , , , , ,2015
R_3RjYjxfrwEypjJH,1, , , , , , , , , , , , , , , , , , ,2015
R_0JS9BgFyuF66Zb7,1, , , , , , , , , , , , , , , , , , ,2015
R_0vQCfWyNXDPnS6h,1, , , , , , , , , , , , , , , , , , ,2015
R_4ZAGVZ7sllcvoih,1, , , , , , , , , , , , , , , , , , ,2015
R_d0GuyIOQ6MXcdSt,1, , , , , , , , , , , , , , , , , , ,2015
R_egn899VZNe6Tjdr,1, , , , , , , , , , , , , , , , , , ,2015
R_8uhQsV1IOgu2W45,1, , , , , , , , , , , , , , , , , , ,2015
R_3krc4D8PBvnkoh7,1, , , , , , , , , , , , , , , , , , ,2015
R_5cnmypGKepdfXHD,1, , , , , , , , , , , , , , , , , , ,2015
R_6nWuH3Z7LEnCoGF,1, , , , , , , , , , , , , , , , , , ,2015
R_esnyhHjseUEf6HH,1, , , , , , , , , , , , , , , , , , ,2015
R_3l1ZcjObNlyD7xj,1, , , , , , , , , , , , , , , , , , ,2015
R_9mEx5Dhq61zbXJH,1, , , , , , , , , , , , , , , , , , ,2015
R_3DUBYEMlx4ijNjf,1, , , , , , , , , , , , , , , , , , ,2015
R_9pC1cqP4poNf3q5,1, , , , , , , , , , , , , , , , , , ,2015
R_6M9jvC9KhYHnUj3,1, , , , , , , , , , , , , , , , , , ,2015
R_agz5EuriDK5H7xz,1, , , , , , , , , , , , , , , , , , ,2015
R_8p0XeIWH7oGY8JL,1, , , , , , , , , , , , , , , , , , ,2015
R_4PJV43cvanxXvXn,1, , , , , , , , , , , , , , , , , , ,2015
R_bQ4fpt6Bd9KsYQd,1, , , , , , , , , , , , , , , , , , ,2015
R_7PwZAMVbgjfcQ2V,1, , , , , , , , , , , , , , , , , , ,2015
R_8iFqVvUOrSB9tUF,1, , , , , , , , , , , , , , , , , , ,2015
R_esnnqrLGxDWWtPT,1, , , , , , , , , , , , , , , , , , ,2015
R_56kthqchVBWLsqN,1, , , , , , , , , , , , , , , , , , ,2015
R_d7l4RGaQeQsOTpr,1, , , , , , , , , , , , , , , , , , ,2015
R_cFJXFCosMyWvV7T,1, , , , , , , , , , , , , , , , , , ,2015
R_eeulatkm19mAnLn,1, , , , , , , , , , , , , , , , , , ,2015
R_9z9j4qWuN7zGNpz,1, , , , , , , , , , , , , , , , , , ,2015
R_3E5dtZ8p93bY43X,1, , , , , , , , , , , , , , , , , , ,2015
R_5iQjO8i9sTeL34F,1, , , , , , , , , , , , , , , , , , ,2015
R_ebAP5w4c8jRYBmZ,1, , , , , , , , , , , , , , , , , , ,2015
R_a45F9jJ6IFNcNN3,1, , , , , , , , , , , , , , , , , , ,2015
R_6R7piKbWQcZBWpn,1, , , , , , , , , , , , , , , , , , ,2015
R_e4YmpdCljsuWYHb,1, , , , , , , , , , , , , , , , , , ,2015
R_3UJeEHG03kbwkVD,1, , , , , , , , , , , , , , , , , , ,2015
R_eDsSDjhr6BbfwgZ,1, , , , , , , , , , , , , , , , , , ,2015
R_3R8EJ1KQQf2oTo9,1, , , , , , , , , , , , , , , , , , ,2015
R_5mySSrZ0wKqFaD3,1, , , , , , , , , , , , , , , , , , ,2015
R_cOuJTCgDt3uIvsh,1, , , , , , , , , , , , , , , , , , ,2015
R_88knTbzHV3GHqpn,1, , , , , , , , , , , , , , , , , , ,2015
R_1LCy7Wn8UHrnq0R,1, , , , , , , , , , , , , , , , , , ,2015
R_cMWwUiXBNMU0zyJ,1, , , , , , , , , , , , , , , , , , ,2015
R_empS7ykVPTNMgBf,1, , , , , , , , , , , , , , , , , , ,2015
R_5uKp1ccwHjowqAR,1, , , , , , , , , , , , , , , , , , ,2015
R_205JR8o2vE9j6e1,1, , , , , , , , , , , , , , , , , , ,2015
R_elN6EZgcBjjYyuV,1, , , , , , , , , , , , , , , , , , ,2015
R_0H7vEiFNGzhQsnz,1, , , , , , , , , , , , , , , , , , ,2015
R_515UC4AaxG0Pw9v,1, , , , , , , , , , , , , , , , , , ,2015
R_djc9gwD18zLXWJL,1, , , , , , , , , , , , , , , , , , ,2015
R_2n9XMZxuGFSHzGl,1, , , , , , , , , , , , , , , , , , ,2015
R_9SN03L5ZoZZk0pn,1, , , , , , , , , , , , , , , , , , ,2015
R_0Gwuu0QxSAMxiPr,1, , , , , , , , , , , , , , , , , , ,2015
R_74HwzzoqTrqSGhv,1, , , , , , , , , , , , , , , , , , ,2015
R_0PcUS390A12w6cR,1, , , , , , , , , , , , , , , , , , ,2015
R_9Y1uxnpb6U2wN5r,1, , , , , , , , , , , , , , , , , , ,2015
R_6r1fs917loTGvfT,1, , , , , , , , , , , , , , , , , , ,2015
R_5p9dL1vflrsLRfn,1, , , , , , , , , , , , , , , , , , ,2015
R_9T7pfIJ8ZnRwiWN,1, , , , , , , , , , , , , , , , , , ,2015
R_7ajvbx8E0kM6iUd,1, , , , , , , , , , , , , , , , , , ,2015
R_eRKTo9HjxkLFv3n,1, , , , , , , , , , , , , , , , , , ,2015
R_0UJDF8pOWQnJtUF,1, , , , , , , , , , , , , , , , , , ,2015
R_5o61lf6nhBuh4vH,1, , , , , , , , , , , , , , , , , , ,2015
R_bqKRDceZUD0qFYV,1, , , , , , , , , , , , , , , , , , ,2015
R_eVyskqZUEdzbaEB,1, , , , , , , , , , , , , , , , , , ,2015
R_8qVD2dgQWosSwFT,1, , , , , , , , , , , , , , , , , , ,2015
R_7TD1MjQWi9NeRdX,1, , , , , , , , , , , , , , , , , , ,2015
R_dj555QQtUaxofe5,1, , , , , , , , , , , , , , , , , , ,2015
R_4SN7Bb3xAtd8Qkt,1, , , , , , , , , , , , , , , , , , ,2015
R_86cQKMwoARF6Lfn,1, , , , , , , , , , , , , , , , , , ,2015
R_3C3pgWDTlADma8t,1, , , , , , , , , , , , , , , , , , ,2015
R_862Lt1YO2Tky0L3,1, , , , , , , , , , , , , , , , , , ,2015
R_5mzAZUxdZ8OYg85,1, , , , , , , , , , , , , , , , , , ,2015
R_1GLhkgBKr08S3DD,1, , , , , , , , , , , , , , , , , , ,2015
R_aUYSSV2TjoQhPa5,1, , , , , , , , , , , , , , , , , , ,2015
R_bkJMGCZVLhi66RT,1, , , , , , , , , , , , , , , , , , ,2015
R_2iy16YdHbLmOBH7,1, , , , , , , , , , , , , , , , , , ,2015
R_0TkZ2HMuwTYcwhn,1, , , , , , , , , , , , , , , , , , ,2015
R_9GhpGPAGVcQFTvv,1, , , , , , , , , , , , , , , , , , ,2015
R_0OrZPJWX86Dm5Uh,1, , , , , , , , , , , , , , , , , , ,2015
R_bqEPJ6yyCiYdHgh,1, , , , , , , , , , , , , , , , , , ,2015
R_bvK4q06CHN01tFX,1, , , , , , , , , , , , , , , , , , ,2015
R_8eTuKzTbe3PBtl3,1, , , , , , , , , , , , , , , , , , ,2015
R_4GUdydRAfR2v6fP,1, , , , , , , , , , , , , , , , , , ,2015
R_3WCpFkN0rVHz2Jf,1, , , , , , , , , , , , , , , , , , ,2015
R_06Vfqs3qW1XOqSV,1, , , , , , , , , , , , , , , , , , ,2015
R_4MctT2t1NhgAXw9,1, , , , , , , , , , , , , , , , , , ,2015
R_3XlFVmWvhXTrs3j,1, , , , , , , , , , , , , , , , , , ,2015
R_01ga0ctgD2jgUh7,1, , , , , , , , , , , , , , , , , , ,2015
R_8nTwecu3nrxfNch,1, , , , , , , , , , , , , , , , , , ,2015
R_egpmj36Oa06Mjat,1, , , , , , , , , , , , , , , , , , ,2015
R_5AwMtS2TxVsM29v,1, , , , , , , , , , , , , , , , , , ,2015
R_cG7ka364f2eqBBr,1, , , , , , , , , , , , , , , , , , ,2015
R_78Is4IK4XwudLKt,1, , , , , , , , , , , , , , , , , , ,2015
R_8A0qsrZXAtVbPud,1, , , , , , , , , , , , , , , , , , ,2015
R_eFdCNYBpdkV5HZr,1, , , , , , , , , , , , , , , , , , ,2015
R_0uCEQkPoPTvnmIt,1, , , , , , , , , , , , , , , , , , ,2015
R_5tg07hr7m9FTgOx,1, , , , , , , , , , , , , , , , , , ,2015
R_7U6kltUsPwwvPQ9,1, , , , , , , , , , , , , , , , , , ,2015
R_aXDUQS1t9hHl8CV,1, , , , , , , , , , , , , , , , , , ,2015
R_3UdQaqkgbD0xZml,1, , , , , , , , , , , , , , , , , , ,2015
R_8cy64XOFPrJunJP,1, , , , , , , , , , , , , , , , , , ,2015
R_cBc2jNhsxpfUQcJ,1, , , , , , , , , , , , , , , , , , ,2015
R_beb5TDbmN9Vs8Ch,1, , , , , , , , , , , , , , , , , , ,2015
R_6PwpgIxAJftWcrr,1, , , , , , , , , , , , , , , , , , ,2015
R_0oow0nXCWaNg1P7,1, , , , , , , , , , , , , , , , , , ,2015
R_08nW9nInmDFRsnH,1, , , , , , , , , , , , , , , , , , ,2015
R_b465sD3beo7CByB,1, , , , , , , , , , , , , , , , , , ,2015
R_8qvQzxt8hPklyC1,1, , , , , , , , , , , , , , , , , , ,2015
R_e9e7IE48hvVjk2h,1, , , , , , , , , , , , , , , , , , ,2015
R_bveGuOsUJyFZnBX,1, , , , , , , , , , , , , , , , , , ,2015
R_eX2ErEknJktr1ZP,1, , , , , , , , , , , , , , , , , , ,2015
R_bHrSOOe9tjzZKjX,1, , , , , , , , , , , , , , , , , , ,2015
R_eyrtLf5shB9VFK5,1, , , , , , , , , , , , , , , , , , ,2015
R_bx75kdcFQ3i8P1H,1, , , , , , , , , , , , , , , , , , ,2015
R_2gZQoXv35kPUnhb,1, , , , , , , , , , , , , , , , , , ,2015
R_b8Z7tgnCEdQUFvL,1, , , , , , , , , , , , , , , , , , ,2015
R_3CvqxDSgLJQZA8Z,1, , , , , , , , , , , , , , , , , , ,2015
R_2azSOpbAte8sd7L,1, , , , , , , , , , , , , , , , , , ,2015
R_41tjoivTyitKGqx,1, , , , , , , , , , , , , , , , , , ,2015
R_8dpC1IkmIpUdgFf,1, , , , , , , , , , , , , , , , , , ,2015
R_cBnKCuzPO8iIPaZ,1, , , , , , , , , , , , , , , , , , ,2015
R_ezdY0o1Jb3daBGl,1, , , , , , , , , , , , , , , , , , ,2015
R_5ssf90zBa5LRZrf,1, , , , , , , , , , , , , , , , , , ,2015
R_2fW4iVLQhDfmWUt,1, , , , , , , , , , , , , , , , , , ,2015
R_6PtGSz22pSJ0O4B,1, , , , , , , , , , , , , , , , , , ,2015
R_agukb1AnnQXzVwV,1, , , , , , , , , , , , , , , , , , ,2015
R_9sH1T6N1C9gaqKp,1, , , , , , , , , , , , , , , , , , ,2015
R_0qg3I0CamwoFLUN,1, , , , , , , , , , , , , , , , , , ,2015
R_8Bb9me1Wf3jgzvn,1, , , , , , , , , , , , , , , , , , ,2015
R_9BrhTpyOJAp0Jpz,1, , , , , , , , , , , , , , , , , , ,2015
R_1RDZ3mTYVq3Koxn,1, , , , , , , , , , , , , , , , , , ,2015
R_9HapAb3N0f6AksZ,1, , , , , , , , , , , , , , , , , , ,2015
R_3DfpSIUsi78Fo45,1, , , , , , , , , , , , , , , , , , ,2015
R_3PKarXfPeLaH7rD,1, , , , , , , , , , , , , , , , , , ,2015
R_9LfwSyziys6txOt,1, , , , , , , , , , , , , , , , , , ,2015
R_eEyQcYpzLoIAcK1,1, , , , , , , , , , , , , , , , , , ,2015
R_aXYLFK4gbZdxHDL,1, , , , , , , , , , , , , , , , , , ,2015
R_4UscVKekqFAwL3v,1, , , , , , , , , , , , , , , , , , ,2015
R_aUZU61KMG9cabxX,1, , , , , , , , , , , , , , , , , , ,2015
R_4Ui8TrqW6Ibxod7,1, , , , , , , , , , , , , , , , , , ,2015
R_bp7XuuP5AeBcv8p,1, , , , , , , , , , , , , , , , , , ,2015
